NFL,5,10/5/23,20,BEARS,WASHINGTON,HALF_1,SPREAD,+3.5,0,0,0
NFL,5,10/5/23,20,BEARS,WASHINGTON,HALF_1,UNDER,23,0,0,0
NFL,5,10/5/23,20,BEARS,WASH,GAME,MONEY,+245,0,0,0
NFL,5,10/8/23,13,JAGS,BILLS,HALF_1,SPREAD,+3,0,0,0
NFL,5,10/8/23,13,STEELERS,RAVENS,GAME,SPREAD,+4.5,0,0,0
NFL,5,10/8/23,13,PANTHERS,LIONS,HALF_1,SPREAD,+6,0,0,0
NFL,5,10/8/23,13,FALCONS,TEXANS,GAME,SPREAD,-1,0,0,0
NFL,5,10/8/23,13,TITANS,COLTS,HALF_1,SPREAD,+1,0,0,0
NFL,5,10/8/23,16,RAMS,EAGLES,GAME,SPREAD,+4.5,0,0,0
NFL,5,10/8/23,16,RAMS,EAGLES,GAME,MONEY,+185,0,0,0
NFL,5,10/8/23,16,VIKINGS,CHIEFS,GAME,SPREAD,+6,0,0,0
NFL,5,10/8/23,16,VIKINGS,CHEIFS,GAME,MONEY,+200,0,0,0
NFL,5,10/8/23,16,BRONCOS,JETS,GAME,SPREAD,-2,0,0,0
NFL,5,10/9/23,19,RAIDERS,PACKERS,GAME,SPREAD,+3,0,0,0
